#Key+A955,String,Size,Notes
AIPLAYER_MORRIGI_11,Khu'khul the Great
AIPLAYER_MORRIGI_12,Khubilai the Peacemaker
AIPLAYER_MORRIGI_13,Temuur of the Burning Claws
AIPLAYER_MORRIGI_14,Mongkha Who Strikes Last
AIPLAYER_MORRIGI_15,Berkhe the Victorious
AIPLAYER_MORRIGI_16,Cecrops the Terrible
AIPLAYER_MORRIGI_17,Tokhta the Just
AIPLAYER_MORRIGI_18,Ulagxhi the Proud
AIPLAYER_MORRIGI_19,Uzbequa Great in Council
AIPLAYER_MORRIGI_20,Khulpeos the Strong
AIPLAYER_MORRIGI_21,Hrihor the Cruel
AIPLAYER_MORRIGI_22,Nunekteb the Eternal
AIPLAYER_MORRIGI_23,Abaqua the Noble
AIPLAYER_MORRIGI_24,Seaghdha the Fine
AIPLAYER_MORRIGI_25,Tadc Chaac the Honey-tongued
AIPLAYER_MORRIGI_26,Muinxhan the Slender
AIPLAYER_MORRIGI_27,Tuathal of the Jade Wing
AIPLAYER_MORRIGI_28,Serapion the Bold
AIPLAYER_MORRIGI_29,Amenopheos the Holy

AIDIP_HUMAN_ALLIANCE_REQUEST1,Let's work together. We'll both win.
AIDIP_HUMAN_ALLIANCE_REQUEST2,There's no reason that we can't join forces.
AIDIP_HUMAN_ALLIANCE_REQUEST3,"Oh come on. We're all carbon-based life forms, right?"
AIDIP_HUMAN_ALLIANCE_REQUEST4,I'm gonna make you an offer you can't refuse...
AIDIP_HUMAN_ALLIANCE_ACCEPT1,I think this is the beginning of a beautiful friendship!
AIDIP_HUMAN_ALLIANCE_ACCEPT2,"All right, let's give it a whirl."
AIDIP_HUMAN_ALLIANCE_ACCEPT3,"Well, they say that many hands make light work—you DO have hands, right?"
AIDIP_HUMAN_ALLIANCE_ACCEPT4,"Welcome aboard, stranger."
AIDIP_HUMAN_ALLIANCE_REJECT1,There's no way we'll join forces with the likes of you.
AIDIP_HUMAN_ALLIANCE_REJECT2,"Sorry, but we have nothing in common."
AIDIP_HUMAN_ALLIANCE_REJECT3,Sorry--just don't see what we have to gain.
AIDIP_HUMAN_ALLIANCE_REJECT4,This is not happening on my watch.
AIDIP_HUMAN_ALLIANCE_LEAVE1,This partnership is at an end.
AIDIP_HUMAN_ALLIANCE_LEAVE2,"I think we're about done playing house, thanks."
AIDIP_HUMAN_ALLIANCE_LEAVE3,We're dissolving the current agreement.
AIDIP_HUMAN_ALLIANCE_LEAVE4,"From now on, you're on your own."
AIDIP_HUMAN_ALLIANCE_OTHER_LEAVE1,So you don't want to be friends anymore? Fine.
AIDIP_HUMAN_ALLIANCE_OTHER_LEAVE2,"Yeah, right. There's the door, “friend”."
AIDIP_HUMAN_ALLIANCE_OTHER_LEAVE3,Was it something we said?
AIDIP_HUMAN_ALLIANCE_OTHER_LEAVE4,"Plenty of other bugs in the rug, pal. "
AIDIP_HUMAN_NONAGGRO_REQUEST1,"It works like this: you don't shoot at us, we don't shoot at you. Got it?"
AIDIP_HUMAN_NONAGGRO_REQUEST2,"Just keep your guns to yourself, and we'll do the same."
AIDIP_HUMAN_NONAGGRO_REQUEST3,"You keep it holstered, we'll keep it holstered, and everyone's happy, alright?"
AIDIP_HUMAN_NONAGGRO_REQUEST4,"Look, we'd just like to be at peace with SOMEONE."
AIDIP_HUMAN_NONAGGRO_REJECT1,Sorry. We've still got plenty of ammunition.
AIDIP_HUMAN_NONAGGRO_REJECT2,Nope. Couldn't make our people stop shooting you if we tried.
AIDIP_HUMAN_NONAGGRO_REJECT3,We don't make promises that we can't keep.
AIDIP_HUMAN_NONAGGRO_REJECT4,Sorry. You're just too damned ugly to live.
AIDIP_HUMAN_NONAGGRO_BREAK1,"Ready or not, here we come."
AIDIP_HUMAN_NONAGGRO_BREAK2,No more Mr. Nice Guy!
AIDIP_HUMAN_NONAGGRO_BREAK3,We're done playing nice.
AIDIP_HUMAN_NONAGGRO_BREAK4,"Aw, to hell with it."
AIDIP_HUMAN_NONAGGRO_OTHER_BREAK1,"Did you just SHOOT at us, you son-of-a!?"
AIDIP_HUMAN_NONAGGRO_OTHER_BREAK2,"You just made my day, creep."
AIDIP_HUMAN_NONAGGRO_OTHER_BREAK3,Fine and dandy. Let's dance.
AIDIP_HUMAN_NONAGGRO_OTHER_BREAK4,"You just shot at the wrong monkey, pal."
AIDIP_HUMAN_SURRENDER1,We cannot sustain this war. We Surrender.
AIDIP_HUMAN_SURRENDER2,We surrender in accordance to the treaty of Procyon.
AIDIP_HUMAN_SURRENDER_TO1,The only way we will survive is under your flag.
AIDIP_HUMAN_YOU_CAN_HAVE_SYSTEM1,"Very well, we will cede the %s system to you."
AIDIP_HUMAN_YOU_CAN_HAVE_SYSTEM2,Why would we even want a rock like %s? It's all yours!
AIDIP_HUMAN_YOU_CANT_HAVE_SYSTEM1,Never! %s is Terran soil now and forever!
AIDIP_HUMAN_YOU_CANT_HAVE_SYSTEM2,We would have to be much closer allies to hand a world like %s over to the likes of you.
AIDIP_HUMAN_YOU_CANT_HAVE_SYSTEM_STATS1,"None of your business, pal!"
AIDIP_HUMAN_YOU_CANT_HAVE_SYSTEM_STATS2,The data for %s is classified.
AIDIP_HUMAN_CONFIRM_RALLY_AT1,We will be there. Bet on it!
AIDIP_HUMAN_CONFIRM_RALLY_AT2,Confirming rally point BRAVO in system %s.
AIDIP_HUMAN_REJECT_RALLY_AT_DONT_LIKE_YOU1,Why would we meet you anywhere except your funeral?
AIDIP_HUMAN_REJECT_RALLY_AT_DONT_LIKE_YOU2,You're not the boss of us!
AIDIP_HUMAN_REJECT_RALLY_AT_CANT_MAKE_IT1,"We can't meet that schedule, sorry."
AIDIP_HUMAN_REJECT_RALLY_AT_CANT_MAKE_IT2,We will never make it to %s in that time frame!
AIDIP_HUMAN_CONFIRM_ATTACK_AT1,"Roger, will bring ships to aid your attack of %s."
AIDIP_HUMAN_CONFIRM_ATTACK_AT2,We will bring every ship we have to spare!
AIDIP_HUMAN_REJECT_ATTACK_AT_DONT_LIKE_YOU1,Handle it yourself!
AIDIP_HUMAN_REJECT_ATTACK_AT_DONT_LIKE_YOU2,Do we look like your lackeys?
AIDIP_HUMAN_REJECT_ATTACK_AT_CANT_MAKE_IT1,We won't be able to join in the attack at %s.
AIDIP_HUMAN_REJECT_ATTACK_AT_CANT_MAKE_IT2,Our forces cannot attack %s in time.
AIDIP_HUMAN_CONFIRM_DEFEND_AT1,A Terran defense fleet will meet you at %s.
AIDIP_HUMAN_CONFIRM_DEFEND_AT2,"Roger that, we will do what we can to help defend %s."
AIDIP_HUMAN_REJECT_DEFEND_AT_DONT_LIKE_YOU1,And we should care because?
AIDIP_HUMAN_REJECT_DEFEND_AT_DONT_LIKE_YOU2,You are going to get butt kicked without our help? Excellent!
AIDIP_HUMAN_REJECT_DEFEND_AT_CANT_MAKE_IT1,We can't get any ships there in time. You are on your own.
AIDIP_HUMAN_REJECT_DEFEND_AT_CANT_MAKE_IT2,"%s is a lost cause, we can't afford to send any ships into that grinder."
AIDIP_HUMAN_CONFIRM_STOP_HARASSING_ME1,Apologies...we thought you were someone else.
AIDIP_HUMAN_CONFIRM_STOP_HARASSING_ME2,Recon in force will cease for now.
AIDIP_HUMAN_REJECT_STOP_HARASSING_ME1,"If you want us to stop, then make us."
AIDIP_HUMAN_REJECT_STOP_HARASSING_ME2,"When SolForce arrives, smart sentients out of the way."
AIDIP_HUMAN_CONFIRM_STOP_COLONIZING_AT1,Perhaps we have overextended ourselves a bit.
AIDIP_HUMAN_CONFIRM_STOP_COLONIZING_AT2,"For the sake of peace, we will withdraw our colonizers from %s."
AIDIP_HUMAN_REJECT_STOP_COLONIZING_AT1,Humanity has a manifest destiny. We reject your request!
AIDIP_HUMAN_REJECT_STOP_COLONIZING_AT2,%s is legally Terran Territory!
AIDIP_HUMAN_CONFIRM_STOP_MINING_AT1,"Fine, %s was not a profitable operation anyway."
AIDIP_HUMAN_CONFIRM_STOP_MINING_AT2,"To keep the peace, mining will cease."
AIDIP_HUMAN_REJECT_STOP_MINING_AT1,We have a right to mine the %s system.
AIDIP_HUMAN_REJECT_STOP_MINING_AT2,Do not attempt to block legal mining operations.
AIDIP_HUMAN_DO_NOT_UNDERSTAND,We cannot understand you.
AIDIP_HUMAN_CONFIRM_MONEY_REQUEST1,We will give you what we can.
AIDIP_HUMAN_CONFIRM_MONEY_REQUEST2,Your financial aid request has been accepted.
AIDIP_HUMAN_REJECT_MONEY_REQUEST1,SolForce cannot lend you any funds at this time.
AIDIP_HUMAN_REJECT_MONEY_REQUEST2,The Terran financial system cannot help you.
AIDIP_HUMAN_REJECT_MONEY_REQUEST_DONT_LIKE_YOU1,Why would we give money to an empire so poorly run?
AIDIP_HUMAN_REJECT_MONEY_REQUEST_DONT_LIKE_YOU2,Beg on someone else Oort Cloud.
AIDIP_HUMAN_CONFIRM_RESEARCH_REQUEST1,We will send a science team to help your people ASAP.
AIDIP_HUMAN_CONFIRM_RESEARCH_REQUEST2,We will open up our research database to you.
AIDIP_HUMAN_REJECT_RESEARCH_REQUEST1,"Sorry, we just can't spare the researchers at the moment."
AIDIP_HUMAN_REJECT_RESEARCH_REQUEST2,There are no science teams ready for an extended foreign mission right now.
AIDIP_HUMAN_REJECT_RESEARCH_REQUEST_DONT_LIKE_YOU1,We like you the way you are...backwards and exploitable.
AIDIP_HUMAN_REJECT_RESEARCH_REQUEST_DONT_LIKE_YOU2,We do not help our enemies build better weapons.
AIDIP_HUMAN_CONFIRM_SEVER_ALLIANCE_WITH1,"You are right, %s is a bad investment."
AIDIP_HUMAN_CONFIRM_SEVER_ALLIANCE_WITH2,SolForce will break off relations with %s.
AIDIP_HUMAN_REJECT_SEVER_ALLIANCE_WITH1,SolForce is not your puppet. Communication ENDS.
AIDIP_HUMAN_REJECT_SEVER_ALLIANCE_WITH2,%s is still a loyal ally. We reject your request.
AIDIP_HUMAN_CONFIRM_STOP_HARASSING_PLAYER1,"Very well, we will cease our attacks on %s."
AIDIP_HUMAN_CONFIRM_STOP_HARASSING_PLAYER2,You are too trusting but we will stop attacking %s for now.
AIDIP_HUMAN_REJECT_STOP_HARASSING_PLAYER1,SolForce picks its own targets!
AIDIP_HUMAN_REJECT_STOP_HARASSING_PLAYER2,Do not intercede for %s unless you wish to be considered hostile as well.
AIDIP_HUMAN_NOT_HARASSING_PLAYER1,We have no operations against %s.
AIDIP_HUMAN_NOT_HARASSING_PLAYER2,Are you sure you have the right number?
AIDIP_HUMAN_CONFIRM_STOP_HARASSING_SYSTEM1,"Fine, we will cease operations in the %s."
AIDIP_HUMAN_CONFIRM_STOP_HARASSING_SYSTEM2,Agreed. We will stop attacking the %s.
AIDIP_HUMAN_REJECT_STOP_HARASSING_SYSTEM1,SolForce attacks when and where it pleases.
AIDIP_HUMAN_REJECT_STOP_HARASSING_SYSTEM2,SolForce operations will NOT cease in the %s system.
AIDIP_HUMAN_NOT_HARASSING_SYSTEM1,We have no idea what you are talking about.
AIDIP_HUMAN_NOT_HARASSING_SYSTEM2,"You are mistaken, there are no Terran combat operations in %s."

AIDIP_TARKAS_ALLIANCE_REQUEST1,We seem to have common interests.
AIDIP_TARKAS_ALLIANCE_REQUEST2,Shall we join forces?
AIDIP_TARKAS_ALLIANCE_REQUEST3,We offer an alliance.
AIDIP_TARKAS_ALLIANCE_REQUEST4,You have impressed us.
AIDIP_TARKAS_ALLIANCE_ACCEPT1,Yes...this alliance will be mutually beneficial.
AIDIP_TARKAS_ALLIANCE_ACCEPT2,We agree to your terms. Let us work together.
AIDIP_TARKAS_ALLIANCE_ACCEPT3,We welcome you as an ally.
AIDIP_TARKAS_ALLIANCE_ACCEPT4,We both have much to gain from cooperation.
AIDIP_TARKAS_ALLIANCE_REJECT1,We see no advantage in your proposal.
AIDIP_TARKAS_ALLIANCE_REJECT2,There is no reason to become your ally.
AIDIP_TARKAS_ALLIANCE_REJECT3,Our empires have no common goal.
AIDIP_TARKAS_ALLIANCE_REJECT4,You have not impressed us thus far.
AIDIP_TARKAS_ALLIANCE_LEAVE1,This arrangement is now at an end.
AIDIP_TARKAS_ALLIANCE_LEAVE2,We have no reason to continue as your allies.
AIDIP_TARKAS_ALLIANCE_LEAVE3,This alliance is now terminated.
AIDIP_TARKAS_ALLIANCE_LEAVE4,Our interests are no longer being served by this treaty.
AIDIP_TARKAS_ALLIANCE_OTHER_LEAVE1,You have broken our alliance—we will now look to our own interests.
AIDIP_TARKAS_ALLIANCE_OTHER_LEAVE2,"As you wish, of course."
AIDIP_TARKAS_ALLIANCE_OTHER_LEAVE3,Do as you must—so will we.
AIDIP_TARKAS_ALLIANCE_OTHER_LEAVE4,An interesting decision—we part ways for now.
AIDIP_TARKAS_NONAGGRO_REQUEST1,"We will leave you unharmed, if you do not attack us first. Agreed? "
AIDIP_TARKAS_NONAGGRO_REQUEST2,We see no reason to rush to war.
AIDIP_TARKAS_NONAGGRO_REQUEST3,"We will not fire, if you do not."
AIDIP_TARKAS_NONAGGRO_REQUEST4,We do not wish to be enemies.
AIDIP_TARKAS_NONAGGRO_REJECT1,We cannot end hostilities now.
AIDIP_TARKAS_NONAGGRO_REJECT2,No. There is blood on the wind.
AIDIP_TARKAS_NONAGGRO_REJECT3,The Tarka armada cannot be turned aside so easily.
AIDIP_TARKAS_NONAGGRO_REJECT4,Do not get in the way.
AIDIP_TARKAS_NONAGGRO_BREAK1,We are finished dancing with you. Prepare to die.
AIDIP_TARKAS_NONAGGRO_BREAK2,Time to see who is stronger.
AIDIP_TARKAS_NONAGGRO_BREAK3,From now on—run or perish.
AIDIP_TARKAS_NONAGGRO_BREAK4,This nonsense has gone on long enough.
AIDIP_TARKAS_NONAGGRO_OTHER_BREAK1,So you think you can fight the Tarka armada? Good luck.
AIDIP_TARKAS_NONAGGRO_OTHER_BREAK2,You wish to fight? Good. Life was getting dull.
AIDIP_TARKAS_NONAGGRO_OTHER_BREAK3,So you are not complete cowards!
AIDIP_TARKAS_NONAGGRO_OTHER_BREAK4,So many guns you have—so few brains.
AIDIP_TARKAS_SURRENDER1,Your power overwhelms us. Victory is yours.
AIDIP_TARKAS_SURRENDER2,We expect an honorable response to our surrender.
AIDIP_TARKAS_SURRENDER_TO1,Our leaders have failed us. We turn to you.
AIDIP_TARKAS_YOU_CAN_HAVE_SYSTEM1,"We will yield the %s system, at your request."
AIDIP_TARKAS_YOU_CAN_HAVE_SYSTEM2,The Supreme Commander offers %s as a gift.
AIDIP_TARKAS_YOU_CANT_HAVE_SYSTEM1,The strategic value of %s is too great.
AIDIP_TARKAS_YOU_CANT_HAVE_SYSTEM2,We will not cede the system of %s to your empire.
AIDIP_TARKAS_YOU_CANT_HAVE_SYSTEM_STATS1,The information you have requested is classified.
AIDIP_TARKAS_YOU_CANT_HAVE_SYSTEM_STATS2,There is nothing of value at %s. Pay the system no mind.
AIDIP_TARKAS_CONFIRM_RALLY_AT1,We will meet your forces at %s as requested.
AIDIP_TARKAS_CONFIRM_RALLY_AT2,The Tarka armada will not fail to meet you at %s.
AIDIP_TARKAS_REJECT_RALLY_AT_DONT_LIKE_YOU1,You seem to have mistaken us for your allies. Why would we help you at %s?
AIDIP_TARKAS_REJECT_RALLY_AT_DONT_LIKE_YOU2,"If you fight at %s, you will have no aid from us."
AIDIP_TARKAS_REJECT_RALLY_AT_CANT_MAKE_IT1,We cannot reach the coordinates of %s in time.
AIDIP_TARKAS_REJECT_RALLY_AT_CANT_MAKE_IT2,Our ships will be unable to rally at the %s system as requested.
AIDIP_TARKAS_CONFIRM_ATTACK_AT1,The Supreme will send ships to attack at %s.
AIDIP_TARKAS_CONFIRM_ATTACK_AT2,Our forces will attack at %s as soon as possible.
AIDIP_TARKAS_REJECT_ATTACK_AT_DONT_LIKE_YOU1,We do not take orders from such as you. Why would we attack at %s?
AIDIP_TARKAS_REJECT_ATTACK_AT_DONT_LIKE_YOU2,"If we choose to attack at %s, rest assured it will not be for your sake."
AIDIP_TARKAS_REJECT_ATTACK_AT_CANT_MAKE_IT1,We cannot reach the %s system for the requested attack.
AIDIP_TARKAS_REJECT_ATTACK_AT_CANT_MAKE_IT2,%s is beyond the reach of our forces at present.
AIDIP_TARKAS_CONFIRM_DEFEND_AT1,We will defend %s at your request.
AIDIP_TARKAS_CONFIRM_DEFEND_AT2,The %s system will not fall without a fight.
AIDIP_TARKAS_REJECT_DEFEND_AT_DONT_LIKE_YOU1,We are not your watchdogs. Defend the %s system yourself.
AIDIP_TARKAS_REJECT_DEFEND_AT_DONT_LIKE_YOU2,"So, you are unable to defend %s? How very...interesting."
AIDIP_TARKAS_REJECT_DEFEND_AT_CANT_MAKE_IT1,We cannot defend the %s system.
AIDIP_TARKAS_REJECT_DEFEND_AT_CANT_MAKE_IT2,Our forces cannot come to the aid of %s in time.
AIDIP_TARKAS_CONFIRM_STOP_HARASSING_ME1,The word has gone out to all fleets—attacks on your people will cease at once.
AIDIP_TARKAS_CONFIRM_STOP_HARASSING_ME2,The Supreme Commander has ordered all hostilities against your empire to halt.
AIDIP_TARKAS_REJECT_STOP_HARASSING_ME1,Var Kona will continue his campaign for as long as he sees fit.
AIDIP_TARKAS_REJECT_STOP_HARASSING_ME2,Our policy where your people are concerned will remain unchanged.
AIDIP_TARKAS_CONFIRM_STOP_COLONIZING_AT1,The Supreme agrees to cease our colonial expansion at the %s system.
AIDIP_TARKAS_CONFIRM_STOP_COLONIZING_AT2,"Our colonies will end at %s, as requested."
AIDIP_TARKAS_REJECT_STOP_COLONIZING_AT1,The Tarka will colonize at %s if we please.
AIDIP_TARKAS_REJECT_STOP_COLONIZING_AT2,"The Supreme has plans for the %s system, and it will be colonized."
AIDIP_TARKAS_CONFIRM_STOP_MINING_AT1,"Mining operations at %s will be halted, at your request."
AIDIP_TARKAS_CONFIRM_STOP_MINING_AT2,The Supreme Commander agrees to cease the mining of %s.
AIDIP_TARKAS_REJECT_STOP_MINING_AT1,We have no reason to cease mining at %s.
AIDIP_TARKAS_REJECT_STOP_MINING_AT2,The mining operations at %s system will continue until the Supreme say otherwise.
AIDIP_TARKAS_DO_NOT_UNDERSTAND,We do not understand.
AIDIP_TARKAS_CONFIRM_MONEY_REQUEST1,Your request has found the Supreme in a generous mood.
AIDIP_TARKAS_CONFIRM_MONEY_REQUEST2,The funds you have requested are well within our means.
AIDIP_TARKAS_REJECT_MONEY_REQUEST1,"The Supreme is unable to open his coffers to you, at the moment."
AIDIP_TARKAS_REJECT_MONEY_REQUEST2,It is not possible to provide money at this time.
AIDIP_TARKAS_REJECT_MONEY_REQUEST_DONT_LIKE_YOU1,Do not humiliate your people by begging. We are not your friends.
AIDIP_TARKAS_REJECT_MONEY_REQUEST_DONT_LIKE_YOU2,Var Kona recommends you tax your people...rather than his patience.
AIDIP_TARKAS_CONFIRM_RESEARCH_REQUEST1,The Supreme will send a team of scientists immediately.
AIDIP_TARKAS_CONFIRM_RESEARCH_REQUEST2,Naturally we will assist you in your quest for new knowledge.
AIDIP_TARKAS_REJECT_RESEARCH_REQUEST1,Var Kona cannot spare scientific personnel at the moment.
AIDIP_TARKAS_REJECT_RESEARCH_REQUEST2,Our scientists are busy with their own research.
AIDIP_TARKAS_REJECT_RESEARCH_REQUEST_DONT_LIKE_YOU1,We have no reason to enlighten your people. We are not your allies.
AIDIP_TARKAS_REJECT_RESEARCH_REQUEST_DONT_LIKE_YOU2,"The Supreme recommends that you seek knowledge from friends, not foes."
AIDIP_TARKAS_CONFIRM_SEVER_ALLIANCE_WITH1,Var Kona will sever all ties with %s immediately.
AIDIP_TARKAS_CONFIRM_SEVER_ALLIANCE_WITH2,The Supreme agrees—it is time to end the alliance with %s.
AIDIP_TARKAS_REJECT_SEVER_ALLIANCE_WITH1,The Supreme Commander still finds his alliance with %s useful.
AIDIP_TARKAS_REJECT_SEVER_ALLIANCE_WITH2,Var Kona will remain friends with whomever he pleases.
AIDIP_TARKAS_CONFIRM_STOP_HARASSING_PLAYER1,It is agreed that attacks against %s will cease.
AIDIP_TARKAS_CONFIRM_STOP_HARASSING_PLAYER2,"The Supreme Commander will spare the people of %s, if you insist."
AIDIP_TARKAS_REJECT_STOP_HARASSING_PLAYER1,Our campaign against %s will continue until our objectives are met.
AIDIP_TARKAS_REJECT_STOP_HARASSING_PLAYER2,"Unfortunately, %s is in the way of Var Kona's plans. It is nothing personal."
AIDIP_TARKAS_NOT_HARASSING_PLAYER1,The Supreme has not attacked %s.
AIDIP_TARKAS_NOT_HARASSING_PLAYER2,Our forces have not engaged %s in battle.
AIDIP_TARKAS_CONFIRM_STOP_HARASSING_SYSTEM1,We regret the misunderstanding. All attacks at %s will cease immediately.
AIDIP_TARKAS_CONFIRM_STOP_HARASSING_SYSTEM2,"At your request, the Supreme will leave %s system in peace."
AIDIP_TARKAS_REJECT_STOP_HARASSING_SYSTEM1,The Supreme does not take orders from you. The attack at %s will continue.
AIDIP_TARKAS_REJECT_STOP_HARASSING_SYSTEM2,We will do as we see fit at %s.
AIDIP_TARKAS_NOT_HARASSING_SYSTEM1,We have not attacked %s. Are you mad?
AIDIP_TARKAS_NOT_HARASSING_SYSTEM2,Our ships have not been in combat at %s system.

AIDIP_HIVER_ALLIANCE_REQUEST1,You are a strong clan. Would you like to join the Children?
AIDIP_HIVER_ALLIANCE_REQUEST2,The Queen requests an alliance.
AIDIP_HIVER_ALLIANCE_REQUEST3,"The Children have much to offer, if you join us."
AIDIP_HIVER_ALLIANCE_REQUEST4,You will be welcomed in the Hive.
AIDIP_HIVER_ALLIANCE_ACCEPT1,Yes. You are the adopted children of the Queen.
AIDIP_HIVER_ALLIANCE_ACCEPT2,"Welcome to the Hive, brothers."
AIDIP_HIVER_ALLIANCE_ACCEPT3,The Queen has embraced you as Her own.
AIDIP_HIVER_ALLIANCE_ACCEPT4,"From now on, we will help you in any way we can. "
AIDIP_HIVER_ALLIANCE_REJECT1,We cannot agree to your alliance.
AIDIP_HIVER_ALLIANCE_REJECT2,You cannot join the Children.
AIDIP_HIVER_ALLIANCE_REJECT3,The Queen does not wish to join forces with you.
AIDIP_HIVER_ALLIANCE_REJECT4,We will not be brothers with such as you.
AIDIP_HIVER_ALLIANCE_LEAVE1,"From this day forward, you are no longer one with the Children."
AIDIP_HIVER_ALLIANCE_LEAVE2,The Queen no longer calls you her children.
AIDIP_HIVER_ALLIANCE_LEAVE3,Your clan is cast out from the Hive.
AIDIP_HIVER_ALLIANCE_LEAVE4,Our bond is now broken.
AIDIP_HIVER_ALLIANCE_OTHER_LEAVE1,"Very well—go your own way, we will go ours."
AIDIP_HIVER_ALLIANCE_OTHER_LEAVE2,The Queen grieves at your going.
AIDIP_HIVER_ALLIANCE_OTHER_LEAVE3,You would abandon your brothers?
AIDIP_HIVER_ALLIANCE_OTHER_LEAVE4,Your ways are strange. Farewell.
AIDIP_HIVER_NONAGGRO_REQUEST1,"Do not disturb the Hive, and we will not attack."
AIDIP_HIVER_NONAGGRO_REQUEST2,We do not wish to be at war.
AIDIP_HIVER_NONAGGRO_REQUEST3,"Do not harm us, and we will not harm you."
AIDIP_HIVER_NONAGGRO_REQUEST4,The Queen desires peace with your people.
AIDIP_HIVER_NONAGGRO_REJECT1,The Queen demands your death!
AIDIP_HIVER_NONAGGRO_REJECT2,It is too late to ask for peace.
AIDIP_HIVER_NONAGGRO_REJECT3,We will fight to the death.
AIDIP_HIVER_NONAGGRO_REJECT4,We will not promise to spare you now.
AIDIP_HIVER_NONAGGRO_BREAK1,We can wait no longer. The Queen hungers!
AIDIP_HIVER_NONAGGRO_BREAK2,We are finished waiting. Attack!
AIDIP_HIVER_NONAGGRO_BREAK3,The Queen now demands your blood!
AIDIP_HIVER_NONAGGRO_BREAK4,Enough of this. You must die.
AIDIP_HIVER_NONAGGRO_OTHER_BREAK1,You have attacked the Children—you fool!
AIDIP_HIVER_NONAGGRO_OTHER_BREAK2,Now you will face the fury of the Swarm!
AIDIP_HIVER_NONAGGRO_OTHER_BREAK3,Very well. You choose to die.
AIDIP_HIVER_NONAGGRO_OTHER_BREAK4,This will not be forgotten.
AIDIP_HIVER_START_HOLYWAR1,You are a threat to the Hive...and must be utterly destroyed down to the last egg.
AIDIP_HIVER_START_HOLYWAR2,Your Queen is mad and your line corrupted. You and your kind must be erased before you harm others.
AIDIP_HIVER_START_HOLYWAR3,There is no warren deep enough to keep our Queen safe while your species exists. We war till you are no more.
AIDIP_HIVER_SURRENDER1,Spare our Queen. We surrender our worlds.
AIDIP_HIVER_SURRENDER2,We cannot survive your wrath. We succumb.
AIDIP_HIVER_SURRENDER_TO1,We accept your surrender
AIDIP_HIVER_YOU_CAN_HAVE_SYSTEM1,The Queen will grant you ownership of %s.
AIDIP_HIVER_YOU_CAN_HAVE_SYSTEM2,Her Majesty agrees that the %s system is best placed in your care.
AIDIP_HIVER_YOU_CANT_HAVE_SYSTEM1,The Children cannot allow you to take the %s system.
AIDIP_HIVER_YOU_CANT_HAVE_SYSTEM2,The Queen does not wish to part with %s.
AIDIP_HIVER_YOU_CANT_HAVE_SYSTEM_STATS1,We see no reason you to supply with our data on %s.
AIDIP_HIVER_YOU_CANT_HAVE_SYSTEM_STATS2,The Queen does not approve of your unseemly interest in the % system.
AIDIP_HIVER_CONFIRM_RALLY_AT1,The Children will meet you at %s.
AIDIP_HIVER_CONFIRM_RALLY_AT2,We will join as brothers at %s system.
AIDIP_HIVER_REJECT_RALLY_AT_DONT_LIKE_YOU1,Why do you summon the Children to %s? We are not your friends.
AIDIP_HIVER_REJECT_RALLY_AT_DONT_LIKE_YOU2,"We will not meet you at %s, unless it be as enemies."
AIDIP_HIVER_REJECT_RALLY_AT_CANT_MAKE_IT1,The Queen's forces are unable to reach %s.
AIDIP_HIVER_REJECT_RALLY_AT_CANT_MAKE_IT2,The %s system cannot be reached by the Children in time.
AIDIP_HIVER_CONFIRM_ATTACK_AT1,The Queen's forces will strike at %s as requested.
AIDIP_HIVER_CONFIRM_ATTACK_AT2,The Hive will descend upon %s as you wish.
AIDIP_HIVER_REJECT_ATTACK_AT_DONT_LIKE_YOU1,The Queen has no grudge against the %s system--but She is not fond of you.
AIDIP_HIVER_REJECT_ATTACK_AT_DONT_LIKE_YOU2,The Children do not attack at random. We have no quarrel with %s.
AIDIP_HIVER_REJECT_ATTACK_AT_CANT_MAKE_IT1,Our forces cannot reach the %s for the attack.
AIDIP_HIVER_REJECT_ATTACK_AT_CANT_MAKE_IT2,Her Majesty's ships will not be able to assault %s.
AIDIP_HIVER_CONFIRM_DEFEND_AT1,The Children will defend %s with their lives.
AIDIP_HIVER_CONFIRM_DEFEND_AT2,None shall pass at %s without a battle from the Queen.
AIDIP_HIVER_REJECT_DEFEND_AT_DONT_LIKE_YOU1,The Queen defends Her own interests—not yours.
AIDIP_HIVER_REJECT_DEFEND_AT_DONT_LIKE_YOU2,"If you cannot mount a defense at %s, perhaps we will take it ourselves."
AIDIP_HIVER_REJECT_DEFEND_AT_CANT_MAKE_IT1,Our ships cannot reach %s to defend it from attack.
AIDIP_HIVER_REJECT_DEFEND_AT_CANT_MAKE_IT2,The %s system cannot be defended by the Children.
AIDIP_HIVER_CONFIRM_STOP_HARASSING_ME1,The Queen extends Her deepest regrets. There will be no further attacks.
AIDIP_HIVER_CONFIRM_STOP_HARASSING_ME2,Her Majesty agrees that your people should be spared.
AIDIP_HIVER_REJECT_STOP_HARASSING_ME1,"You have offended the Queen, and She does not forgive easily."
AIDIP_HIVER_REJECT_STOP_HARASSING_ME2,The war against your people will continue until Her Majesty says otherwise.
AIDIP_HIVER_CONFIRM_STOP_COLONIZING_AT1,The Queen agrees to stop colonizing at the %s system.
AIDIP_HIVER_CONFIRM_STOP_COLONIZING_AT2,The Children will not colonize at %s if you do not wish it.
